kr,en
"최근에는 몰래카메라나 웹캠 등을 통한 음란 동영상, 사진 등의 유출이 더 빈번해지면서 이용자 수가 크게 늘고 있다는 게 관련 업체의 설명이다.","The related company said that the number of users is increasing significantly, as the leakage of obscene videos and photos through hidden cameras and webcams is more frequent in recent days."
평판을 중요하게 여기는 연예인이나 기업 등이 고객일 경우 일반인보다 훨씬 많은 금액을 지급하는 것으로 알려졌다.,"It is known that celebrities or companies, which regard the reputation as important, are paying much more than the ordinary people if they are customers."
영국 싱크탱크 레졸루션 파운데이션은 영국 등 8개국을 분석한 결과 밀레니얼 세대의 소득이 과거 X세대의 같은 연령대에서 벌었던 것보다 평균 4% 적었다고 밝혔다.,The British think tank Resolution Foundation said its analysis of Britain and eight other countries showed that the Millennial generation's income averaged 4% less than what it had earned in the same age group of Generation X in the past.
업계에서는 LG전자가 170인치 마이크로 LED TV와 8K OLED(유기발광다이오드) TV를 공개해 삼성전자와 전면전을 펼칠 것으로 보고 있다.,"In the industry, LG Electronics will show a 170-inch micro LED TV and 8K OLED (organic light-emitting diode) TV to compete with Samsung Electronics."
지난 7월 18일 오픈한 이후 한 달 만에 약 308억원의 매출 실적을 올린 신세계면세점 강남점은 인플루언서 마케팅이 한몫했다.,"Shinsegae Duty-Free Shop Gangnam branch, which posted about 30.8 billion won in sales in a month since it opened on July 18, has been helped by its Influencer marketing."
"한국, 북미, 유럽, 러시아, 중국, 일본, 대만, 태국, 베트남 등 9개 지역 대표팀이 PC 게임 ‘블레이드 & 소울(블소)’의 대전 콘텐츠 ‘비무’로 실력을 겨루는 대회다.","This is a competition that nine regional teams from Korea, North America, Europe, Russia, China, Japan, Taiwan, Thailand and Vietnam are competing for fighting content Bimu in the PC game Blade & Soul."
"찌고 말리는 과정에서 수삼에는 없거나 함량이 낮은 사포닌과 다당체, 아미노당화합물(항산화 성분) 등 생리활성 성분이 새로 만들어지거나 함량이 높아지는 것으로 확인됐다.","In the process of steaming and drying, it is confirmed that bioactive components such as saponins, polysaccharides and amino sugar compounds (antioxidants), which are not present in fresh ginseng, are newly produced or increased in content."
"실제 농촌진흥청이 중국, 캐나다 과학자들과 2010년부터 3년간 공동 연구한 결과 인삼이 열을 내게 한다는 것은 과학적 근거가 없다고 확인했다.","In fact, the Rural Development Administration confirmed that there is no scientific basis for ginseng to heat up after three years of joint research with Chinese and Canadian scientists from 2010."
서울대 약대 박정일 교수는 “대부분 가벼운 부작용으로 섭취량을 줄이고 조금씩 오래 복용하면 큰 문제가 없다”고 설명했다.,"Park Jung-il, a professor at the College of Pharmacy Seoul National University, said, ""Most of the cases are mild side effects, and if you take a small amount of them for a long time, there is no big problem."""
도널드 트럼프 미국 대통령은 28일(현지시간) 백악관에서 국제축구연맹(FIFA) 회장과 만난 자리에서 구글과 다른 기술 기업들이 “매우 말썽 많은 영역으로 발을 디딛고 있다”고 말했다.,"US President Donald Trump said at a meeting with the FIFA president at the White House on the 28th (local time), Google and other tech companies are ""stepping into a very troublesome area."""
"먹장어류는 전 세계적으로 80여 종이 있고, 한국 연근해에는 ‘꼼장어’라 불리는 먹장어가 서식하고 있는데 여름철 보양식으로 많이 소비되고 있다.","There are about 80 species of hagfishes around the world, and there are many hagfishes called Eel in the coastal waters of Korea, which is widely consumed as a summer health food."
인하대는 전한용 화학공학과 교수가 산업용 융합재료 분야에서 지반신소재(Geosynthetics) 연구에 탁월한 업적을 인정받아 최근 열린 시상식에서 잇따라 대상을 수상했다고 29일 밝혔다.,"Inha University announced on the 29th that Jeon Han-yong, a professor of the Department of Chemical Engineering consecutively won the Grand Prize at the recent awards ceremony for his outstanding achievements in research on Geosynthetics in the field of industrial fusion materials."
"김교석 TV칼럼니스트는 웹예능의 인기요인을 “시청자와 프로그램 간 피드백이 빨리 이뤄지고, 사연 청취 등 소통을 베이스로 했기 때문”이라고 설명했다.","Kim Kyo-seok, a TV columnist, explained the popularity factor of the Web entertainment show by saying, ""The feedback between viewers and programs is made quickly and communication is based on listening to stories."""
"일반적인 사용 기준으로 46㎜(472mAh) 모델은 80시간 이상, 42㎜(270mAh) 모델은 45시간 이상 사용 가능하다는게 삼성전자의 설명이다.",Samsung Electronics explained that the 46mm (472mAh) model can be used for more than 80 hours and the 42mm (270mAh) model can be used for 45 hours or more as a general use standard.
정상 피부 면보다 살짝 올라와 있고 표면이 평평한 2∼4㎜정도 되는 살색 혹은 옅은 갈색의 구진이다.,"A fleshy or light brown colored papule, which has a flat surface of between 2 and 4 mm, rises slightly above the normal skin surface."
"다만, 아무리 좋은 의료장비를 사용한다고 하더라도 주변 정상조직의 손상을 최소화하면서 제거하고자 하는 부위만 제거하는 술기가 매우 중요하다.","However, no matter how good medical equipment is used, the skill is very important to minimize damage to the surrounding normal tissue while removing only the areas to be removed."
"이중 운행 효율화 기술 분야는 시간대별·요일별 엘리베이터의 운행 패턴을 학습해 엘리베이터를 배차하고, 운행 경로를 최적화시키는 등의 기술에 출원이 집중된 것으로 파악됐다.","In the field of technology for dual operation efficiency, applications were concentrated on technologies such as locating elevators and optimizing the operation route by learning elevator operation patterns by time and day."
"피해자라도 안전운전 주의 의무를 다하지 않았을 때엔 책임이 있는데, 잘못된 정보를 토대로 과실 비율을 인정하지 않고 무과실을 주장하는 경우가 있다는 게 협회 측 설명이다.","Even if the victim did not fulfill the duty of safe driving, the association explained that there is a case of claiming fault without acknowledging fault rate based on the wrong information."
이번 간접침해 개정안은 전용물(專用物)이 아닌 경우에도 간접침해의 적용 대상으로 삼을 수 있도록 하는 것이 골자다.,The revised bill of indirect infringement essentially allows the authority to target indirect infringement even if it is not an exclusive private object.
"이런 음전기 부족상태를 교정, 균형을 맞춰줌으로써 인체의 항상성을 회복시키고 통증까지 해소하는데 도움을 주는 새 의료기기가 나왔다.",A new medical device has been introduced to help restore the body's constancy and relieve pain by correcting and balancing the lack of negative electricity.
용광로 내부의 쇳물 온도도 과거에는 사람이 확인했지만 지금은 IOT 센서를 활용해 실시간으로 데이터화해 사용하고 있다.,"In the past, the temperature of the water inside the furnace was also checked by humans, but now it uses IOT sensors to make data in real time."
"특히 과거 대장균을 이용한 헴 생산 기술이 개발됐음에도 생산량은 수 밀리그램(㎎)에 불과했고, 생산된 헴이 세포 내에 축적돼 추출 등의 문제를 해결하지 못했다.","In particular, although haem production technology using E. coli was developed in the past, the production amount was only a few milligrams (mg), and the produced heme accumulated in cells, and thus did not solve the problem of extraction."
